-30.0000000000	1.3227567711
-29.8828125000	8.5288268898
-29.7656250000	6.1051248437
-29.6484375000	3.3819943678
-29.5312500000	3.3510013421
-29.4140625000	6.2579665408
-29.2968750000	2.5971665029
-29.1796875000	3.5557768005
-29.0625000000	4.0124157813
-28.9453125000	4.5830339202
-28.8281250000	4.9787490660
-28.7109375000	5.8804983995
-28.5937500000	2.5258109411
-28.4765625000	6.1819049751
-28.3593750000	1.8222997192
-28.2421875000	2.9271271692
-28.1250000000	3.2661189049
-28.0078125000	9.8665636551
-27.8906250000	2.4865141847
-27.7734375000	2.6072625393
-27.6562500000	5.8742923010
-27.5390625000	1.1214059204
-27.4218750000	1.6947674393
-27.3046875000	2.1461031059
-27.1875000000	4.1926214353
-27.0703125000	5.1541744559
-26.9531250000	6.0944859644
-26.8359375000	2.6885035543
-26.7187500000	1.4662188436
-26.6015625000	6.1015333226
-26.4843750000	4.3227416845
-26.3671875000	1.6247223757
-26.2500000000	1.2228018623
-26.1328125000	8.0435997115
-26.0156250000	2.7976242839
-25.8984375000	2.4901620198
-25.7812500000	2.0474227761
-25.6640625000	4.6111081160
-25.5468750000	0.9614378132
-25.4296875000	3.1465234582
-25.3125000000	2.3372361122
-25.1953125000	5.7763832813
-25.0781250000	2.1824092292
-24.9609375000	4.8958593281
-24.8437500000	6.3994529152
-24.7265625000	3.1828838048
-24.6093750000	2.5634291980
-24.4921875000	4.7998234861
-24.3750000000	4.2806465759
-24.2578125000	2.0651152219
-24.1406250000	0.9384084935
-24.0234375000	3.6247870429
-23.9062500000	5.2263682059
-23.7890625000	2.7732262526
-23.6718750000	0.8054628142
-23.5546875000	4.3991259453
-23.4375000000	1.2417579948
-23.3203125000	0.7514573849
-23.2031250000	3.9078728573
-23.0859375000	4.4728821060
-22.9687500000	2.2367044239
-22.8515625000	3.1831245168
-22.7343750000	1.3564334551
-22.6171875000	4.0151467283
-22.5000000000	2.9755806416
-22.3828125000	4.9830245856
-22.2656250000	5.9564246197
-22.1484375000	3.0143883766
-22.0312500000	3.9765018791
-21.9140625000	4.2804286750
-21.7968750000	5.0344239982
-21.6796875000	2.7655886243
-21.5625000000	4.7007624606
-21.4453125000	2.8319366895
-21.3281250000	0.7669217565
-21.2109375000	1.9846449886
-21.0937500000	2.8972876530
-20.9765625000	5.6258142277
-20.8593750000	6.5784893369
-20.7421875000	4.8923376727
-20.6250000000	7.1060530994
-20.5078125000	7.1836458238
-20.3906250000	9.3468214756
-20.2734375000	1.1106971318
-20.1562500000	5.7589572985
-20.0390625000	7.5375566157
-19.9218750000	7.2707081559
-19.8046875000	2.3824785100
-19.6875000000	5.0429814862
-19.5703125000	0.5463437153
-19.4531250000	2.4370949348
-19.3359375000	2.0388513053
-19.2187500000	6.9086483712
-19.1015625000	6.3888960070
-18.9843750000	2.0884486899
-18.8671875000	1.6183450214
-18.7500000000	0.2767248207
-18.6328125000	7.1894238454
-18.5156250000	3.5996762770
-18.3984375000	4.0828218693
-18.2812500000	3.2390014613
-18.1640625000	4.1627403112
-18.0468750000	2.7944265857
-17.9296875000	3.1025619065
-17.8125000000	0.9684689207
-17.6953125000	2.3387963244
-17.5781250000	3.3720063000
-17.4609375000	0.9411122094
-17.3437500000	2.5630274619
-17.2265625000	6.9983363920
-17.1093750000	0.2819371641
-16.9921875000	5.3913363824
-16.8750000000	5.4105490662
-16.7578125000	2.1407486222
-16.6406250000	2.2514002611
-16.5234375000	6.3336954368
-16.4062500000	3.3989373822
-16.2890625000	2.5834070760
-16.1718750000	5.2551870615
-16.0546875000	3.7964412858
-15.9375000000	1.5155653172
-15.8203125000	3.1795972484
-15.7031250000	6.0718907014
-15.5859375000	2.7941688358
-15.4687500000	5.8735375231
-15.3515625000	0.7725393501
-15.2343750000	2.6265916646
-15.1171875000	5.4607564789
-15.0000000000	2.9096234967
-14.8828125000	2.1333014163
-14.7656250000	3.0008112059
-14.6484375000	2.6821846448
-14.5312500000	2.6395960324
-14.4140625000	1.7151150577
-14.2968750000	2.5498451499
-14.1796875000	4.4464293253
-14.0625000000	1.6787126416
-13.9453125000	5.0494883229
-13.8281250000	1.7297726693
-13.7109375000	3.1507190418
-13.5937500000	1.7977744160
-13.4765625000	4.8946729553
-13.3593750000	0.7465008641
-13.2421875000	2.8589173846
