-30.0000000000	4.7258235673
-29.8828125000	3.1194645004
-29.7656250000	3.2808259899
-29.6484375000	4.6692218442
-29.5312500000	1.1747818742
-29.4140625000	4.7846540584
-29.2968750000	5.8184630184
-29.1796875000	1.4892550142
-29.0625000000	1.5868808951
-28.9453125000	4.9283881466
-28.8281250000	7.2604566036
-28.7109375000	4.4897184071
-28.5937500000	4.8001506951
-28.4765625000	6.0445623634
-28.3593750000	3.9750581972
-28.2421875000	2.8141971824
-28.1250000000	7.4650404918
-28.0078125000	2.3918454437
-27.8906250000	5.0287772429
-27.7734375000	5.3792698754
-27.6562500000	2.3025926741
-27.5390625000	2.2690094511
-27.4218750000	4.8605997759
-27.3046875000	4.7690664684
-27.1875000000	4.9265060515
-27.0703125000	1.5184571281
-26.9531250000	2.0331570350
-26.8359375000	2.0846579852
-26.7187500000	2.4700539407
-26.6015625000	3.4163297103
-26.4843750000	1.2721970217
-26.3671875000	2.7990869732
-26.2500000000	4.7513262444
-26.1328125000	4.2157792531
-26.0156250000	6.7196923858
-25.8984375000	1.0328980119
-25.7812500000	3.6975882406
-25.6640625000	4.4361775072
-25.5468750000	3.3174574497
-25.4296875000	1.3419537976
-25.3125000000	2.7403539077
-25.1953125000	1.6349724114
-25.0781250000	1.8020469752
-24.9609375000	3.5640130229
-24.8437500000	0.7148054444
-24.7265625000	3.1154076597
-24.6093750000	4.6138172705
-24.4921875000	3.9606205361
-24.3750000000	1.4147993515
-24.2578125000	6.8243686203
-24.1406250000	5.0037387178
-24.0234375000	5.8894042542
-23.9062500000	3.1064113304
-23.7890625000	2.6437601019
-23.6718750000	5.5229910740
-23.5546875000	3.2990988984
-23.4375000000	1.8783489215
-23.3203125000	4.4500609279
-23.2031250000	1.5643785896
-23.0859375000	6.7578638477
-22.9687500000	4.9633367814
-22.8515625000	4.4887383105
-22.7343750000	5.2190747685
-22.6171875000	1.7148194340
-22.5000000000	4.2947184789
-22.3828125000	5.4480948553
-22.2656250000	1.3216111097
-22.1484375000	4.6999302930
-22.0312500000	4.1870780500
-21.9140625000	1.7390739815
-21.7968750000	4.4073646321
-21.6796875000	4.4755235660
-21.5625000000	6.0017022104
-21.4453125000	3.5474386729
-21.3281250000	3.9006420373
-21.2109375000	3.9913365864
-21.0937500000	5.4531730007
-20.9765625000	0.4121111391
-20.8593750000	6.6649531313
-20.7421875000	5.1070233623
-20.6250000000	2.1386235981
-20.5078125000	1.7653428754
-20.3906250000	2.7910379751
-20.2734375000	5.4500717460
-20.1562500000	4.2538594151
-20.0390625000	1.5124212401
-19.9218750000	4.4153527019
-19.8046875000	4.6729805893
-19.6875000000	4.1964575883
-19.5703125000	4.4801064880
-19.4531250000	3.8079192512
-19.3359375000	6.9303285740
-19.2187500000	1.8021522195
-19.1015625000	2.9776589414
-18.9843750000	0.7856921695
-18.8671875000	1.8441581105
-18.7500000000	2.5970151400
-18.6328125000	4.3138801445
-18.5156250000	3.6414287271
-18.3984375000	0.5468367117
-18.2812500000	3.2448263652
-18.1640625000	1.4845761947
-18.0468750000	2.1489031628
-17.9296875000	5.1365705628
-17.8125000000	2.5829501612
-17.6953125000	4.4662369005
-17.5781250000	4.4370659926
-17.4609375000	1.8992803455
-17.3437500000	1.9810813396
-17.2265625000	8.3366414905
-17.1093750000	1.5053795837
-16.9921875000	1.9210427537
-16.8750000000	7.3415750119
-16.7578125000	1.4509180734
-16.6406250000	6.3265100701
-16.5234375000	4.8286617664
-16.4062500000	6.1398517404
-16.2890625000	0.9560324969
-16.1718750000	5.1060833960
-16.0546875000	3.8443283239
-15.9375000000	1.6929527963
-15.8203125000	3.0095141732
-15.7031250000	3.2426679881
-15.5859375000	4.7793188621
-15.4687500000	6.6243434490
-15.3515625000	2.7115297770
-15.2343750000	3.2624354472
-15.1171875000	4.6154492182
-15.0000000000	2.1127051486
-14.8828125000	2.8239285181
-14.7656250000	1.6097336144
-14.6484375000	8.0116007454
-14.5312500000	2.4016918304
-14.4140625000	1.8016650882
-14.2968750000	3.8212669622
-14.1796875000	7.9482624874
-14.0625000000	1.8629834431
-13.9453125000	3.0128811077
-13.8281250000	2.1798721238
-13.7109375000	2.1052583029
-13.5937500000	3.8312775746
-13.4765625000	0.4277360368
-13.3593750000	2.6073036143
-13.2421875000	3.5502040719
-13.1250000000	5.8754972613
-13.0078125000	2.6662812543
-12.8906250000	2.2881834499
-12.7734375000	2.0415235198
-12.6562500000	2.4821945731
-12.5390625000	4.1145469073
-12.4218750000	2.3216858540
-12.3046875000	3.8234891262
-12.1875000000	3.5338887259
-12.0703125000	4.7537405508
-11.9531250000	7.0122005681
-11.8359375000	1.2357536004
-11.7187500000	3.7118624304
-11.6015625000	4.8979526224
-11.4843750000	3.3687018911
-11.3671875000	7.1699412186
-11.2500000000	3.2726894082
-11.1328125000	4.4309082178
-11.0156250000	5.3078131688
-10.8984375000	2.8542236610
-10.7812500000	5.6270983201
-10.6640625000	1.0524908505
-10.5468750000	7.2604030062
-10.4296875000	3.2236992095
-10.3125000000	4.9402111690
-10.1953125000	2.4912927817
-10.0781250000	2.0307581408
-9.9609375000	2.4311036028
-9.8437500000	3.5445840496
-9.7265625000	3.4670135729
-9.6093750000	3.3186942424
-9.4921875000	3.6534621745
-9.3750000000	1.2730066704
-9.2578125000	1.3044254114
-9.1406250000	5.5284490968
-9.0234375000	2.5493990451
-8.9062500000	5.4748604884
-8.7890625000	3.9237121237
-8.6718750000	4.0458169383
-8.5546875000	9.3599347959
-8.4375000000	4.1607415779
-8.3203125000	5.9554454890
-8.2031250000	1.9868798329
-8.0859375000	0.9431749339
-7.9687500000	0.6704078167
-7.8515625000	3.9858048763
-7.7343750000	4.5797721304
-7.6171875000	1.0353989438
-7.5000000000	4.6118041178
-7.3828125000	6.7270702806
-7.2656250000	1.7825346755
-7.1484375000	4.1316532637
-7.0312500000	6.3399548261
-6.9140625000	2.0468694052
-6.7968750000	3.3401477969
-6.6796875000	6.0924905418
-6.5625000000	5.5760896492
-6.4453125000	1.6270148083
-6.3281250000	1.2594167831
-6.2109375000	2.4458977984
-6.0937500000	2.0954790230
-5.9765625000	4.2862504281
-5.8593750000	2.0126382098
-5.7421875000	1.1395072149
-5.6250000000	2.1545309314
-5.5078125000	3.0741795776
-5.3906250000	7.9823528593
-5.2734375000	3.8992922235
-5.1562500000	2.5401818029
-5.0390625000	2.9309977982
-4.9218750000	0.8263211804
-4.8046875000	2.2686453659
-4.6875000000	6.2413051501
-4.5703125000	0.1755204827
-4.4531250000	6.9536308245
-4.3359375000	4.0994380072
-4.2187500000	3.6973867580
-4.1015625000	4.6085841995
