    nm         	nm
1.472684e+001	-1.152083e+000
1.477243e+001	-1.115605e+000
1.481803e+001	-1.078114e+000
1.486362e+001	-1.041637e+000
1.490922e+001	-1.004146e+000
1.495481e+001	-9.595624e-001
1.500040e+001	-9.109257e-001
1.504600e+001	-8.531695e-001
1.509159e+001	-7.913604e-001
1.513718e+001	-7.356307e-001
1.518278e+001	-6.819277e-001
1.522837e+001	-6.241715e-001
1.527397e+001	-5.583093e-001
1.531956e+001	-4.914338e-001
1.536515e+001	-4.417837e-001
1.541075e+001	-4.032797e-001
1.545634e+001	-3.607225e-001
1.550193e+001	-3.090460e-001
1.554753e+001	-2.634490e-001
1.559312e+001	-2.401439e-001
1.563872e+001	-2.188653e-001
1.568431e+001	-1.844143e-001
1.572990e+001	-1.509766e-001
1.577550e+001	-1.246317e-001
1.582109e+001	-1.023398e-001
1.586668e+001	-7.396838e-002
1.591228e+001	-3.749082e-002
1.595787e+001	4.053062e-003
1.600347e+001	4.559695e-002
1.604906e+001	9.018063e-002
1.609465e+001	1.378041e-001
1.614025e+001	1.925204e-001
1.618584e+001	2.502766e-001
1.623143e+001	3.141123e-001
1.627703e+001	3.809878e-001
1.632262e+001	4.346909e-001
1.636822e+001	4.873807e-001
1.641381e+001	5.491899e-001
1.645940e+001	6.099858e-001
1.650500e+001	6.586225e-001
1.655059e+001	6.981399e-001
1.659618e+001	7.417104e-001
1.664178e+001	7.842675e-001
1.668737e+001	8.187185e-001
1.673297e+001	8.481032e-001
1.677856e+001	8.754614e-001
1.682415e+001	9.078859e-001
1.686975e+001	9.392971e-001
1.691534e+001	9.676685e-001
1.696093e+001	1.001106e+000
1.700653e+001	1.041637e+000
1.705212e+001	1.082168e+000
1.709772e+001	1.119658e+000
1.714331e+001	1.166269e+000
1.718890e+001	1.234157e+000
1.723450e+001	1.295967e+000
1.728009e+001	1.343590e+000
1.732568e+001	1.401346e+000
1.737128e+001	1.475315e+000
1.741687e+001	1.550296e+000
1.746247e+001	1.606026e+000
1.750806e+001	1.654663e+000
1.755365e+001	1.715458e+000
1.759925e+001	1.776254e+000
1.764484e+001	1.824891e+000
1.769043e+001	1.858329e+000
1.773603e+001	1.890753e+000
1.778162e+001	1.929257e+000
1.782722e+001	1.964722e+000
1.787281e+001	1.991067e+000
1.791840e+001	2.015385e+000
1.796400e+001	2.046796e+000
1.800959e+001	2.077194e+000
1.805518e+001	2.103539e+000
1.810078e+001	2.145083e+000
1.814637e+001	2.195746e+000
1.819197e+001	2.241343e+000
1.823756e+001	2.284914e+000
1.828315e+001	2.337603e+000
1.832875e+001	2.411572e+000
1.837434e+001	2.479461e+000
1.841993e+001	2.529111e+000
1.846553e+001	2.585854e+000
1.851112e+001	2.656782e+000
1.855672e+001	2.726698e+000
1.860231e+001	2.782427e+000
1.864790e+001	2.818905e+000
1.869350e+001	2.864502e+000
1.873909e+001	2.920231e+000
1.878468e+001	2.959748e+000
1.883028e+001	2.986093e+000
1.887587e+001	3.011425e+000
1.892147e+001	3.044863e+000
1.896706e+001	3.075261e+000
1.901265e+001	3.096539e+000
1.905825e+001	3.124911e+000
1.910384e+001	3.165441e+000
1.914943e+001	3.201919e+000
1.919503e+001	3.236370e+000
1.924062e+001	3.283994e+000
1.928622e+001	3.343776e+000
1.933181e+001	3.402546e+000
1.937740e+001	3.454222e+000
1.942300e+001	3.510965e+000
1.946859e+001	3.581893e+000
1.951418e+001	3.659915e+000
1.955978e+001	3.717671e+000
1.960537e+001	3.764281e+000
1.965097e+001	3.828117e+000
1.969656e+001	3.891953e+000
1.974215e+001	3.943629e+000
1.978775e+001	3.979093e+000
1.983334e+001	4.015571e+000
1.987893e+001	4.060155e+000
1.992453e+001	4.091566e+000
1.997012e+001	4.113858e+000
2.001572e+001	4.146282e+000
2.006131e+001	4.177694e+000
2.010690e+001	4.204038e+000
2.015250e+001	4.230383e+000
2.019809e+001	4.262808e+000
2.024368e+001	4.310431e+000
2.028928e+001	4.352989e+000
2.033487e+001	4.388453e+000
2.038047e+001	4.438103e+000
2.042606e+001	4.507005e+000
2.047165e+001	4.576920e+000
2.051725e+001	4.630623e+000
2.056284e+001	4.679260e+000
2.060843e+001	4.748162e+000
2.065403e+001	4.828210e+000
2.069962e+001	4.889006e+000
2.074522e+001	4.932577e+000
2.079081e+001	4.986279e+000
2.083640e+001	5.044035e+000
2.088200e+001	5.089633e+000
2.092759e+001	5.126110e+000
2.097318e+001	5.158534e+000
2.101878e+001	5.189946e+000
2.106437e+001	5.223384e+000
2.110997e+001	5.249729e+000
2.115556e+001	5.281140e+000
2.120115e+001	5.312551e+000
2.124675e+001	5.340922e+000
2.129234e+001	5.374360e+000
2.133793e+001	5.414891e+000
2.138353e+001	5.469607e+000
2.142912e+001	5.524323e+000
2.147472e+001	5.562828e+000
2.152031e+001	5.614504e+000
2.156590e+001	5.691512e+000
2.161150e+001	5.759401e+000
2.165709e+001	5.818170e+000
2.170268e+001	5.872887e+000
2.174828e+001	5.939762e+000
2.179387e+001	6.009678e+000
2.183947e+001	6.064394e+000
2.188506e+001	6.108978e+000
2.193065e+001	6.152548e+000
2.197625e+001	6.198145e+000
2.202184e+001	6.237662e+000
2.206743e+001	6.270087e+000
2.211303e+001	6.296432e+000
2.215862e+001	6.327843e+000
2.220422e+001	6.358241e+000
2.224981e+001	6.380533e+000
2.229540e+001	6.410931e+000
2.234100e+001	6.449435e+000
2.238659e+001	6.479833e+000
2.243218e+001	6.514284e+000
2.247778e+001	6.561907e+000
2.252337e+001	6.620676e+000
2.256897e+001	6.681473e+000
2.261456e+001	6.733149e+000
2.266015e+001	6.794958e+000
2.270575e+001	6.863860e+000
2.275134e+001	6.927696e+000
2.279693e+001	6.988492e+000
2.284253e+001	7.051315e+000
2.288812e+001	7.115150e+000
2.293372e+001	7.173920e+000
2.297931e+001	7.224583e+000
2.302490e+001	7.269167e+000
2.307050e+001	7.490058e+000
2.311609e+001	7.477899e+000
2.316168e+001	7.295512e+000
2.320728e+001	7.368467e+000
2.325287e+001	7.538695e+000
2.329847e+001	7.575172e+000
