    nm         	nm
2.699329e+001	-3.179326e+000
2.693249e+001	-3.224981e+000
2.687169e+001	-3.273550e+000
2.681090e+001	-3.328919e+000
2.675010e+001	-3.383316e+000
2.668931e+001	-3.435770e+000
2.662851e+001	-3.483368e+000
2.656772e+001	-3.533880e+000
2.650692e+001	-3.595077e+000
2.644612e+001	-3.658216e+000
2.638533e+001	-3.714556e+000
2.632453e+001	-3.770896e+000
2.626374e+001	-3.828208e+000
2.620294e+001	-3.895233e+000
2.614214e+001	-3.961287e+000
2.608135e+001	-4.021512e+000
2.602055e+001	-4.076881e+000
2.595976e+001	-4.132250e+000
2.589896e+001	-4.194418e+000
2.583817e+001	-4.252701e+000
2.577737e+001	-4.307098e+000
2.571657e+001	-4.357610e+000
2.565578e+001	-4.408121e+000
2.559498e+001	-4.457662e+000
2.553419e+001	-4.506231e+000
2.547339e+001	-4.554800e+000
2.541259e+001	-4.600455e+000
2.535180e+001	-4.641253e+000
2.529100e+001	-4.687879e+000
2.523021e+001	-4.742276e+000
2.516941e+001	-4.792788e+000
2.510862e+001	-4.841357e+000
2.504782e+001	-4.883126e+000
2.498702e+001	-4.929753e+000
2.492623e+001	-4.983178e+000
2.486543e+001	-5.034662e+000
2.480464e+001	-5.082259e+000
2.474384e+001	-5.126943e+000
2.468304e+001	-5.172597e+000
2.462225e+001	-5.221167e+000
2.456145e+001	-5.265850e+000
2.450066e+001	-5.301791e+000
2.443986e+001	-5.338703e+000
2.437907e+001	-5.373673e+000
2.431827e+001	-5.410585e+000
2.425747e+001	-5.444584e+000
2.419668e+001	-5.472754e+000
2.413588e+001	-5.497038e+000
2.407509e+001	-5.518409e+000
2.401429e+001	-5.541722e+000
2.395350e+001	-5.566006e+000
2.389270e+001	-5.586405e+000
2.383190e+001	-5.602919e+000
2.377111e+001	-5.618461e+000
2.371031e+001	-5.634974e+000
2.364952e+001	-5.650516e+000
2.358872e+001	-5.661202e+000
2.352792e+001	-5.668972e+000
2.346713e+001	-5.675772e+000
2.340633e+001	-5.684515e+000
2.334554e+001	-5.691315e+000
2.328474e+001	-5.691315e+000
2.322395e+001	-5.690343e+000
2.316315e+001	-5.689372e+000
2.310235e+001	-5.688400e+000
2.304156e+001	-5.685486e+000
2.298076e+001	-5.679658e+000
2.291997e+001	-5.674801e+000
2.285917e+001	-5.670915e+000
2.279837e+001	-5.668001e+000
2.273758e+001	-5.665087e+000
2.267678e+001	-5.662173e+000
2.261599e+001	-5.659259e+000
2.255519e+001	-5.656345e+000
2.249440e+001	-5.655374e+000
2.243360e+001	-5.653431e+000
2.237280e+001	-5.651488e+000
2.231201e+001	-5.648574e+000
2.225121e+001	-5.647602e+000
2.219042e+001	-5.647602e+000
2.212962e+001	-5.645659e+000
2.206882e+001	-5.641774e+000
2.200803e+001	-5.638860e+000
2.194723e+001	-5.635946e+000
2.188644e+001	-5.634003e+000
2.182564e+001	-5.632060e+000
2.176485e+001	-5.630117e+000
2.170405e+001	-5.628175e+000
2.164325e+001	-5.625260e+000
2.158246e+001	-5.624289e+000
2.152166e+001	-5.622346e+000
2.146087e+001	-5.619432e+000
2.140007e+001	-5.617490e+000
2.133928e+001	-5.616518e+000
2.127848e+001	-5.614575e+000
2.121768e+001	-5.612633e+000
2.115689e+001	-5.609718e+000
2.109609e+001	-5.606804e+000
2.103530e+001	-5.602919e+000
2.097450e+001	-5.599033e+000
2.091370e+001	-5.594176e+000
2.085291e+001	-5.588348e+000
2.079211e+001	-5.581549e+000
2.073132e+001	-5.575720e+000
2.067052e+001	-5.569892e+000
2.060973e+001	-5.563092e+000
2.054893e+001	-5.556292e+000
2.048813e+001	-5.549493e+000
2.042734e+001	-5.543665e+000
2.036654e+001	-5.537836e+000
2.030575e+001	-5.532008e+000
2.024495e+001	-5.525208e+000
2.018415e+001	-5.520351e+000
2.012336e+001	-5.515495e+000
2.006256e+001	-5.512581e+000
2.000177e+001	-5.508695e+000
1.994097e+001	-5.503838e+000
1.988018e+001	-5.498981e+000
1.981938e+001	-5.495095e+000
1.975858e+001	-5.492181e+000
1.969779e+001	-5.488296e+000
1.963699e+001	-5.483439e+000
1.957620e+001	-5.478582e+000
1.951540e+001	-5.475668e+000
1.945461e+001	-5.472754e+000
1.939381e+001	-5.468868e+000
1.933301e+001	-5.463040e+000
1.927222e+001	-5.457212e+000
1.921142e+001	-5.452355e+000
1.915063e+001	-5.448469e+000
1.908983e+001	-5.443613e+000
1.902903e+001	-5.438756e+000
1.896824e+001	-5.433899e+000
1.890744e+001	-5.429042e+000
1.884665e+001	-5.425156e+000
1.878585e+001	-5.421271e+000
1.872506e+001	-5.417385e+000
1.866426e+001	-5.413500e+000
1.860346e+001	-5.410586e+000
1.854267e+001	-5.408643e+000
1.848187e+001	-5.405729e+000
1.842108e+001	-5.400872e+000
1.836028e+001	-5.396015e+000
1.829948e+001	-5.391158e+000
1.823869e+001	-5.386301e+000
1.817789e+001	-5.382415e+000
1.811710e+001	-5.376587e+000
1.805630e+001	-5.369788e+000
1.799551e+001	-5.362988e+000
1.793471e+001	-5.357160e+000
1.787391e+001	-5.351331e+000
1.781312e+001	-5.345503e+000
1.775232e+001	-5.339675e+000
1.769153e+001	-5.335789e+000
1.763073e+001	-5.330933e+000
1.756993e+001	-5.326076e+000
1.750914e+001	-5.323161e+000
1.744834e+001	-5.318304e+000
1.738755e+001	-5.314419e+000
1.732675e+001	-5.310533e+000
1.726596e+001	-5.306648e+000
1.720516e+001	-5.302762e+000
1.714436e+001	-5.297906e+000
1.708357e+001	-5.293049e+000
1.702277e+001	-5.289163e+000
1.696198e+001	-5.285278e+000
1.690118e+001	-5.281392e+000
1.684039e+001	-5.277506e+000
1.677959e+001	-5.271678e+000
1.671879e+001	-5.267793e+000
1.665800e+001	-5.262936e+000
1.659720e+001	-5.259050e+000
1.653641e+001	-5.255165e+000
1.647561e+001	-5.250308e+000
1.641481e+001	-5.245451e+000
1.635402e+001	-5.239623e+000
1.629322e+001	-5.234766e+000
1.623243e+001	-5.229909e+000
1.617163e+001	-5.225052e+000
1.611084e+001	-5.219224e+000
1.605004e+001	-5.214367e+000
1.598924e+001	-5.208538e+000
1.592845e+001	-5.203681e+000
1.586765e+001	-5.197853e+000
1.580686e+001	-5.192025e+000
1.574606e+001	-5.186197e+000
1.568526e+001	-5.182311e+000
1.562447e+001	-5.177454e+000
1.556367e+001	-5.171626e+000
1.550288e+001	-5.165798e+000
1.544208e+001	-5.160941e+000
1.538129e+001	-5.157055e+000
1.532049e+001	-5.153170e+000
1.525969e+001	-5.149284e+000
1.519890e+001	-5.145399e+000
1.513810e+001	-5.141513e+000
1.507731e+001	-5.137628e+000
1.501651e+001	-5.134714e+000
1.495571e+001	-5.129857e+000
1.489492e+001	-5.127914e+000
1.483412e+001	-5.124028e+000
1.477333e+001	-5.120143e+000
1.471253e+001	-5.115286e+000
1.465174e+001	-5.110429e+000
1.459094e+001	-5.104601e+000
1.453014e+001	-5.099744e+000
1.446935e+001	-5.094887e+000
1.440855e+001	-5.090030e+000
1.434776e+001	-5.085173e+000
1.428696e+001	-5.080317e+000
1.422617e+001	-5.076431e+000
1.416537e+001	-5.071574e+000
1.410457e+001	-5.068660e+000
1.404378e+001	-5.065746e+000
1.398298e+001	-5.063803e+000
1.392219e+001	-5.060889e+000
1.386139e+001	-5.059917e+000
1.380059e+001	-5.058946e+000
1.373980e+001	-5.057975e+000
1.367900e+001	-5.057975e+000
1.361821e+001	-5.057003e+000
1.355741e+001	-5.057003e+000
1.349662e+001	-5.057003e+000
1.343582e+001	-5.056032e+000
1.337502e+001	-5.054089e+000
1.331423e+001	-5.052146e+000
1.325343e+001	-5.051175e+000
1.319264e+001	-5.051175e+000
1.313184e+001	-5.050204e+000
1.307104e+001	-5.048261e+000
1.301025e+001	-5.046318e+000
1.294945e+001	-5.045347e+000
1.288866e+001	-5.045347e+000
1.282786e+001	-5.044376e+000
1.276707e+001	-5.043404e+000
1.270627e+001	-5.043404e+000
1.264547e+001	-5.045347e+000
1.258468e+001	-5.046318e+000
1.252388e+001	-5.047290e+000
1.246309e+001	-5.048261e+000
1.240229e+001	-5.048261e+000
1.234149e+001	-5.048261e+000
1.228070e+001	-5.049233e+000
1.221990e+001	-5.049233e+000
1.215911e+001	-5.048261e+000
1.209831e+001	-5.048261e+000
1.203752e+001	-5.048261e+000
1.197672e+001	-5.048261e+000
1.191592e+001	-5.047290e+000
1.185513e+001	-5.046318e+000
1.179433e+001	-5.044376e+000
1.173354e+001	-5.042433e+000
1.167274e+001	-5.040490e+000
1.161195e+001	-5.040490e+000
1.155115e+001	-5.039519e+000
1.149035e+001	-5.037576e+000
1.142956e+001	-5.037576e+000
1.136876e+001	-5.036604e+000
1.130797e+001	-5.035633e+000
1.124717e+001	-5.034662e+000
1.118637e+001	-5.032719e+000
1.112558e+001	-5.031747e+000
1.106478e+001	-5.030776e+000
1.100399e+001	-5.029805e+000
1.094319e+001	-5.030776e+000
1.088240e+001	-5.030776e+000
1.082160e+001	-5.029805e+000
1.076080e+001	-5.029805e+000
1.070001e+001	-5.028833e+000
1.063921e+001	-5.026890e+000
1.057842e+001	-5.025919e+000
1.051762e+001	-5.024948e+000
1.045682e+001	-5.024948e+000
1.039603e+001	-5.024948e+000
1.033523e+001	-5.025919e+000
1.027444e+001	-5.025919e+000
1.021364e+001	-5.024948e+000
1.015285e+001	-5.023976e+000
1.009205e+001	-5.023976e+000
1.003125e+001	-5.023976e+000
9.970458e+000	-5.023976e+000
9.909662e+000	-5.024948e+000
9.848867e+000	-5.024948e+000
9.788071e+000	-5.025919e+000
9.727275e+000	-5.026890e+000
9.666479e+000	-5.027862e+000
9.605683e+000	-5.026890e+000
9.544888e+000	-5.027862e+000
9.484092e+000	-5.027862e+000
9.423296e+000	-5.026890e+000
9.362500e+000	-5.026890e+000
9.301704e+000	-5.026890e+000
9.240908e+000	-5.026890e+000
9.180113e+000	-5.026890e+000
9.119317e+000	-5.025919e+000
9.058521e+000	-5.024948e+000
8.997725e+000	-5.023976e+000
8.936929e+000	-5.023976e+000
8.876134e+000	-5.024948e+000
8.815338e+000	-5.024948e+000
8.754542e+000	-5.025919e+000
8.693746e+000	-5.026890e+000
8.632950e+000	-5.026890e+000
8.572155e+000	-5.026890e+000
8.511359e+000	-5.025919e+000
8.450563e+000	-5.024948e+000
8.389767e+000	-5.025919e+000
8.328971e+000	-5.024948e+000
8.268175e+000	-5.023976e+000
8.207380e+000	-5.021062e+000
8.146584e+000	-5.018148e+000
8.085788e+000	-5.016205e+000
8.024992e+000	-5.013291e+000
7.964196e+000	-5.012320e+000
7.903401e+000	-5.012320e+000
7.842605e+000	-5.012320e+000
7.781809e+000	-5.012320e+000
7.721013e+000	-5.012320e+000
7.660217e+000	-5.010377e+000
7.599422e+000	-5.009406e+000
7.538626e+000	-5.009406e+000
7.477830e+000	-5.010377e+000
7.417035e+000	-5.012320e+000
7.356239e+000	-5.012320e+000
7.295444e+000	-5.012320e+000
7.234648e+000	-5.010377e+000
7.173853e+000	-5.007463e+000
7.113058e+000	-5.004549e+000
7.052262e+000	-5.003578e+000
6.991467e+000	-5.001635e+000
6.930672e+000	-5.001635e+000
6.869876e+000	-5.000663e+000
6.809081e+000	-4.999692e+000
6.748285e+000	-4.998721e+000
6.687490e+000	-4.996778e+000
6.626695e+000	-4.994835e+000
6.565899e+000	-4.994835e+000
6.505104e+000	-4.995806e+000
6.444309e+000	-4.995806e+000
6.383513e+000	-4.995806e+000
6.322718e+000	-4.995806e+000
6.261923e+000	-4.996778e+000
6.201127e+000	-4.996778e+000
6.140332e+000	-4.997749e+000
6.079536e+000	-4.997749e+000
6.018741e+000	-4.997749e+000
5.957946e+000	-4.997749e+000
5.897150e+000	-4.998721e+000
5.836355e+000	-4.998721e+000
5.775560e+000	-4.999692e+000
5.714764e+000	-5.001635e+000
5.653969e+000	-5.001635e+000
5.593173e+000	-5.000663e+000
5.532378e+000	-4.999692e+000
5.471583e+000	-4.998721e+000
5.410787e+000	-4.996778e+000
5.349992e+000	-4.995806e+000
5.289197e+000	-4.994835e+000
5.228401e+000	-4.993864e+000
5.167606e+000	-4.991921e+000
5.106811e+000	-4.990949e+000
5.046015e+000	-4.989978e+000
4.985220e+000	-4.988035e+000
4.924424e+000	-4.989007e+000
4.863629e+000	-4.989978e+000
4.802834e+000	-4.990949e+000
4.742038e+000	-4.991921e+000
4.681243e+000	-4.993864e+000
4.620448e+000	-4.993864e+000
4.559652e+000	-4.993864e+000
4.498857e+000	-4.993864e+000
4.438061e+000	-4.994835e+000
4.377266e+000	-4.995806e+000
4.316471e+000	-4.994835e+000
4.255675e+000	-4.993864e+000
4.194880e+000	-4.991921e+000
4.134085e+000	-4.989978e+000
4.073289e+000	-4.989007e+000
4.012494e+000	-4.987064e+000
3.951699e+000	-4.985121e+000
3.890903e+000	-4.984150e+000
3.830108e+000	-4.984150e+000
3.769312e+000	-4.983178e+000
3.708517e+000	-4.982207e+000
3.647722e+000	-4.981235e+000
3.586926e+000	-4.982207e+000
3.526131e+000	-4.983178e+000
3.465336e+000	-4.984150e+000
3.404540e+000	-4.985121e+000
3.343745e+000	-4.985121e+000
3.282949e+000	-4.986092e+000
3.222154e+000	-4.987064e+000
3.161359e+000	-4.988035e+000
3.100563e+000	-4.988035e+000
3.039768e+000	-4.989978e+000
2.978973e+000	-4.991921e+000
2.918177e+000	-4.992892e+000
2.857382e+000	-4.992892e+000
2.796587e+000	-4.992892e+000
2.735791e+000	-4.992892e+000
2.674996e+000	-4.992892e+000
2.614200e+000	-4.992892e+000
2.553405e+000	-4.993864e+000
2.492610e+000	-4.993864e+000
2.431814e+000	-4.993864e+000
2.371019e+000	-4.994835e+000
2.310224e+000	-4.994835e+000
2.249428e+000	-4.994835e+000
2.188633e+000	-4.994835e+000
2.127837e+000	-4.995806e+000
2.067042e+000	-4.997749e+000
2.006247e+000	-4.998721e+000
1.945451e+000	-4.999692e+000
1.884656e+000	-4.999692e+000
1.823861e+000	-4.999692e+000
1.763065e+000	-4.999692e+000
1.702270e+000	-4.999692e+000
1.641475e+000	-4.998721e+000
1.580679e+000	-4.998721e+000
1.519884e+000	-4.998721e+000
1.459088e+000	-4.998721e+000
1.398293e+000	-4.997749e+000
1.337498e+000	-4.996778e+000
1.276702e+000	-4.995806e+000
1.215907e+000	-4.994835e+000
1.155112e+000	-4.994835e+000
1.094316e+000	-4.993864e+000
1.033521e+000	-4.993864e+000
9.727255e-001	-4.992892e+000
9.119300e-001	-4.991921e+000
8.511346e-001	-4.989978e+000
7.903392e-001	-4.989007e+000
7.295438e-001	-4.988035e+000
6.687483e-001	-4.986092e+000
6.079529e-001	-4.985121e+000
5.471575e-001	-4.985121e+000
4.863621e-001	-4.986092e+000
4.255666e-001	-4.987064e+000
3.647712e-001	-4.988035e+000
3.039758e-001	-4.989007e+000
2.431804e-001	-4.989007e+000
1.823849e-001	-5.000663e+000
1.215895e-001	-5.000663e+000
6.079409e-002	-5.000663e+000
-1.332268e-006	-5.000663e+000
