    µm         	nm
4.031311e+000	3.982480e+001
4.050881e+000	3.832400e+001
4.070450e+000	3.687680e+001
4.090020e+000	3.537600e+001
4.109589e+000	3.398240e+001
4.129158e+000	3.248160e+001
4.148728e+000	3.098080e+001
4.168297e+000	2.948000e+001
4.187867e+000	2.808640e+001
4.207436e+000	2.658560e+001
4.227006e+000	2.513840e+001
4.246575e+000	2.369120e+001
4.266145e+000	2.224400e+001
4.285714e+000	2.079680e+001
4.305284e+000	1.934960e+001
4.324853e+000	1.790240e+001
4.344422e+000	1.645520e+001
4.363992e+000	1.495440e+001
4.383562e+000	1.356080e+001
4.403131e+000	1.211360e+001
4.422700e+000	1.072000e+001
4.442270e+000	9.272799e+000
4.461840e+000	7.825600e+000
4.481409e+000	6.378400e+000
4.500978e+000	4.984800e+000
4.520548e+000	3.537600e+000
4.540118e+000	2.090400e+000
4.559687e+000	6.432000e-001
4.579256e+000	-7.504000e-001
4.598826e+000	-2.197600e+000
4.618395e+000	-3.591200e+000
4.637965e+000	-5.092000e+000
4.657534e+000	-6.485600e+000
4.677104e+000	-7.932799e+000
4.696673e+000	-9.326399e+000
4.716243e+000	-1.077360e+001
4.735812e+000	-1.222080e+001
4.755382e+000	-1.366800e+001
4.774951e+000	-1.506160e+001
4.794520e+000	-1.650880e+001
4.814090e+000	-1.790240e+001
4.833659e+000	-1.934960e+001
4.853229e+000	-2.074320e+001
4.872798e+000	-2.213680e+001
4.892368e+000	-2.353040e+001
4.911937e+000	-2.497760e+001
4.931507e+000	-2.637120e+001
4.951076e+000	-2.781840e+001
4.970646e+000	-2.921200e+001
4.990215e+000	-3.065920e+001
5.009785e+000	-3.199920e+001
5.029354e+000	-3.344640e+001
5.048923e+000	-3.484000e+001
5.068493e+000	-3.628720e+001
5.088063e+000	-3.768080e+001
5.107632e+000	-3.912800e+001
5.127201e+000	-4.052160e+001
5.146771e+000	-4.196880e+001
5.166341e+000	-4.336240e+001
5.185910e+000	-4.480960e+001
5.205479e+000	-4.614960e+001
5.225049e+000	-4.765040e+001
5.244618e+000	-4.904400e+001
5.264188e+000	-5.043760e+001
5.283757e+000	-5.183120e+001
5.303327e+000	-5.327840e+001
5.322896e+000	-5.467200e+001
5.342466e+000	-5.611920e+001
5.362035e+000	-5.745920e+001
5.381605e+000	-5.890640e+001
5.401174e+000	-6.024640e+001
5.420743e+000	-6.137200e+001
5.440313e+000	-6.121120e+001
5.459883e+000	-6.158640e+001
5.479452e+000	-6.105040e+001
5.499021e+000	-6.019280e+001
5.518591e+000	-6.062159e+001
5.538161e+000	-5.949600e+001
5.557730e+000	-5.869200e+001
5.577299e+000	-5.954960e+001
5.596869e+000	-6.051440e+001
5.616438e+000	-6.105040e+001
5.636008e+000	-6.131840e+001
5.655577e+000	-6.040720e+001
5.675147e+000	-6.030000e+001
5.694716e+000	-6.083599e+001
5.714286e+000	-6.088960e+001
5.733855e+000	-6.088960e+001
5.753424e+000	-6.110400e+001
5.772994e+000	-6.121120e+001
5.792564e+000	-6.126480e+001
5.812133e+000	-6.110400e+001
5.831702e+000	-6.121120e+001
5.851272e+000	-6.072879e+001
5.870842e+000	-6.072879e+001
5.890411e+000	-6.062159e+001
5.909980e+000	-5.965680e+001
5.929550e+000	-6.008560e+001
5.949119e+000	-6.078240e+001
5.968689e+000	-6.019280e+001
5.988258e+000	-6.046080e+001
6.007828e+000	-6.067520e+001
6.027397e+000	-6.083599e+001
6.046967e+000	-6.115760e+001
6.066536e+000	-5.874560e+001
6.086106e+000	-5.231360e+001
6.105675e+000	-4.416640e+001
6.125244e+000	-3.484000e+001
6.144814e+000	-2.379840e+001
6.164384e+000	-1.034480e+001
6.183953e+000	4.127200e+000
6.203522e+000	1.677680e+001
6.223092e+000	2.626400e+001
6.242662e+000	3.194560e+001
6.262231e+000	3.580480e+001
6.281800e+000	3.923520e+001
6.301370e+000	4.159360e+001
6.320939e+000	4.384480e+001
6.340509e+000	4.502400e+001
6.360078e+000	4.572080e+001
6.379648e+000	4.620320e+001
6.399217e+000	4.588160e+001
6.418787e+000	4.593520e+001
6.438356e+000	4.636400e+001
6.457925e+000	4.695360e+001
6.477495e+000	4.813280e+001
6.497065e+000	4.968720e+001
6.516634e+000	5.070560e+001
6.536203e+000	5.108080e+001
6.555773e+000	5.097360e+001
6.575342e+000	5.097360e+001
6.594912e+000	5.167040e+001
6.614481e+000	5.183120e+001
6.634051e+000	5.161680e+001
6.653620e+000	5.059840e+001
6.673190e+000	4.925840e+001
6.692759e+000	4.829360e+001
6.712329e+000	4.813280e+001
6.731898e+000	4.845440e+001
6.751467e+000	4.866880e+001
6.771037e+000	4.888320e+001
6.790607e+000	4.931200e+001
6.810176e+000	4.984800e+001
6.829745e+000	4.947280e+001
6.849315e+000	4.909760e+001
6.868885e+000	4.984800e+001
6.888454e+000	5.172400e+001
6.908023e+000	5.231360e+001
6.927593e+000	5.156320e+001
6.947163e+000	5.252800e+001
6.966732e+000	5.376080e+001
6.986301e+000	5.381440e+001
7.005871e+000	5.295680e+001
7.025440e+000	5.231360e+001
7.045010e+000	5.108080e+001
7.064579e+000	4.984800e+001
7.084149e+000	4.888320e+001
7.103718e+000	4.807920e+001
7.123288e+000	4.765040e+001
7.142857e+000	4.727520e+001
7.162426e+000	4.716800e+001
7.181996e+000	4.738240e+001
7.201565e+000	4.722160e+001
7.221135e+000	4.722160e+001
7.240704e+000	4.754320e+001
7.260274e+000	4.765040e+001
7.279843e+000	4.748960e+001
7.299413e+000	4.727520e+001
7.318982e+000	4.727520e+001
7.338552e+000	4.754320e+001
7.358121e+000	4.732880e+001
7.377691e+000	4.700720e+001
7.397260e+000	4.684640e+001
7.416830e+000	4.668560e+001
7.436399e+000	4.700720e+001
7.455968e+000	4.748960e+001
7.475538e+000	4.748960e+001
7.495108e+000	4.711440e+001
7.514677e+000	4.657840e+001
7.534246e+000	4.673920e+001
7.553816e+000	4.716800e+001
7.573386e+000	4.716800e+001
7.592955e+000	4.700720e+001
7.612524e+000	4.695360e+001
7.632094e+000	4.695360e+001
7.651664e+000	4.695360e+001
7.671233e+000	4.695360e+001
7.690803e+000	4.732880e+001
