    kHz         	 V
2.902116e+002	1.755066e-001
2.902173e+002	1.825256e-001
2.902230e+002	1.889343e-001
2.902287e+002	1.959229e-001
2.902343e+002	2.022705e-001
2.902400e+002	2.093506e-001
2.902457e+002	2.165527e-001
2.902514e+002	2.233887e-001
2.902571e+002	2.301025e-001
2.902628e+002	2.363281e-001
2.902685e+002	2.445374e-001
2.902742e+002	2.505188e-001
2.902798e+002	2.584839e-001
2.902855e+002	2.642822e-001
2.902912e+002	2.725830e-001
2.902969e+002	2.783203e-001
2.903026e+002	2.857361e-001
2.903083e+002	2.920837e-001
2.903140e+002	2.988586e-001
2.903197e+002	3.052063e-001
2.903253e+002	3.117676e-001
2.903310e+002	3.184814e-001
2.903367e+002	3.251953e-001
2.903424e+002	3.301697e-001
2.903481e+002	3.364258e-001
2.903538e+002	3.434753e-001
2.903595e+002	3.494263e-001
2.903652e+002	3.547058e-001
2.903708e+002	3.596497e-001
2.903766e+002	3.660583e-001
2.903823e+002	3.717041e-001
2.903879e+002	3.766174e-001
2.903936e+002	3.820496e-001
2.903993e+002	3.864441e-001
2.904050e+002	3.919373e-001
2.904107e+002	3.961182e-001
2.904164e+002	4.007874e-001
2.904221e+002	4.054260e-001
2.904278e+002	4.109497e-001
2.904334e+002	4.144287e-001
2.904391e+002	4.176636e-001
2.904448e+002	4.217529e-001
2.904505e+002	4.267578e-001
2.904562e+002	4.306030e-001
2.904619e+002	4.335632e-001
2.904676e+002	4.366455e-001
2.904733e+002	4.401855e-001
2.904789e+002	4.438171e-001
2.904846e+002	4.472961e-001
2.904903e+002	4.498901e-001
2.904960e+002	4.522400e-001
2.905017e+002	4.559631e-001
2.905074e+002	4.588013e-001
2.905131e+002	4.610901e-001
2.905188e+002	4.635010e-001
2.905244e+002	4.659729e-001
2.905301e+002	4.684753e-001
2.905358e+002	4.703979e-001
2.905415e+002	4.720764e-001
2.905472e+002	4.747925e-001
2.905529e+002	4.765015e-001
2.905586e+002	4.779968e-001
2.905643e+002	4.809570e-001
2.905699e+002	4.817505e-001
2.905756e+002	4.831238e-001
2.905813e+002	4.849854e-001
2.905870e+002	4.864197e-001
2.905927e+002	4.870605e-001
2.905984e+002	4.884033e-001
2.906041e+002	4.897156e-001
2.906098e+002	4.895935e-001
2.906154e+002	4.911499e-001
2.906211e+002	4.918518e-001
2.906268e+002	4.927979e-001
2.906325e+002	4.928284e-001
2.906382e+002	4.935303e-001
2.906439e+002	4.942627e-001
2.906496e+002	4.946594e-001
2.906553e+002	4.946289e-001
2.906610e+002	4.945679e-001
2.906667e+002	4.954834e-001
2.906723e+002	4.942322e-001
2.906780e+002	4.942322e-001
2.906837e+002	4.944153e-001
2.906894e+002	4.945679e-001
2.906951e+002	4.930420e-001
2.907008e+002	4.928284e-001
2.907065e+002	4.919739e-001
2.907122e+002	4.912720e-001
2.907178e+002	4.902344e-001
2.907235e+002	4.889832e-001
2.907292e+002	4.877625e-001
2.907349e+002	4.863281e-001
2.907406e+002	4.852295e-001
2.907463e+002	4.842529e-001
2.907520e+002	4.817810e-001
2.907577e+002	4.807434e-001
2.907633e+002	4.795837e-001
2.907690e+002	4.771118e-001
2.907747e+002	4.758301e-001
2.907804e+002	4.730835e-001
2.907861e+002	4.710388e-001
2.907918e+002	4.686584e-001
2.907975e+002	4.667969e-001
2.908032e+002	4.636841e-001
2.908088e+002	4.612427e-001
2.908145e+002	4.582214e-001
2.908202e+002	4.557800e-001
2.908259e+002	4.532166e-001
2.908316e+002	4.502869e-001
2.908373e+002	4.472351e-001
2.908430e+002	4.451904e-001
2.908487e+002	4.411011e-001
2.908543e+002	4.378662e-001
2.908600e+002	4.347534e-001
2.908657e+002	4.315186e-001
2.908714e+002	4.271545e-001
2.908771e+002	4.240417e-001
2.908828e+002	4.201355e-001
2.908885e+002	4.171143e-001
2.908942e+002	4.128418e-001
2.908998e+002	4.100952e-001
2.909055e+002	4.053345e-001
2.909112e+002	4.026184e-001
2.909169e+002	3.982544e-001
2.909226e+002	3.939819e-001
2.909283e+002	3.897095e-001
2.909340e+002	3.857422e-001
2.909397e+002	3.825073e-001
2.909453e+002	3.782349e-001
2.909511e+002	3.741150e-001
2.909568e+002	3.702087e-001
2.909624e+002	3.660278e-001
2.909681e+002	3.617249e-001
2.909738e+002	3.577576e-001
2.909795e+002	3.540955e-001
2.909852e+002	3.494263e-001
2.909909e+002	3.460999e-001
2.909966e+002	3.419189e-001
2.910023e+002	3.380127e-001
2.910079e+002	3.341980e-001
2.910136e+002	3.304749e-001
2.910193e+002	3.255310e-001
2.910250e+002	3.219299e-001
2.910307e+002	3.185120e-001
2.910364e+002	3.143311e-001
2.910421e+002	3.113403e-001
2.910478e+002	3.073425e-001
2.910534e+002	3.038635e-001
2.910591e+002	3.003235e-001
2.910648e+002	2.972412e-001
2.910705e+002	2.928772e-001
2.910762e+002	2.901306e-001
2.910819e+002	2.864990e-001
2.910876e+002	2.831421e-001
2.910933e+002	2.798462e-001
2.910989e+002	2.768555e-001
2.911046e+002	2.741699e-001
2.911103e+002	2.708740e-001
2.911160e+002	2.678528e-001
2.911217e+002	2.654114e-001
2.911274e+002	2.632141e-001
2.911331e+002	2.601624e-001
2.911388e+002	2.584534e-001
2.911444e+002	2.557983e-001
2.911501e+002	2.534485e-001
2.911558e+002	2.502747e-001
2.911615e+002	2.481079e-001
2.911672e+002	2.463074e-001
2.911729e+002	2.438660e-001
2.911786e+002	2.422791e-001
2.911843e+002	2.412109e-001
2.911899e+002	2.384644e-001
2.911956e+002	2.368164e-001
2.912013e+002	2.355042e-001
2.912070e+002	2.332764e-001
2.912127e+002	2.315369e-001
2.912184e+002	2.302246e-001
2.912241e+002	2.289734e-001
2.912298e+002	2.277222e-001
2.912355e+002	2.268982e-001
2.912412e+002	2.265625e-001
2.912468e+002	2.252197e-001
2.912525e+002	2.247314e-001
2.912582e+002	2.236938e-001
2.912639e+002	2.229614e-001
2.912696e+002	2.214661e-001
2.912753e+002	2.216492e-001
2.912810e+002	2.215271e-001
2.912867e+002	2.211914e-001
2.912923e+002	2.207642e-001
2.912980e+002	2.201233e-001
2.913037e+002	2.199402e-001
2.913094e+002	2.200623e-001
2.913151e+002	2.202148e-001
2.913208e+002	2.201233e-001
2.913265e+002	2.207336e-001
2.913322e+002	2.209778e-001
2.913378e+002	2.209473e-001
2.913435e+002	2.213135e-001
2.913492e+002	2.219849e-001
2.913549e+002	2.219238e-001
2.913606e+002	2.237244e-001
2.913663e+002	2.232971e-001
2.913720e+002	2.241516e-001
2.913777e+002	2.252808e-001
2.913833e+002	2.259827e-001
2.913890e+002	2.271118e-001
2.913947e+002	2.278137e-001
2.914004e+002	2.289124e-001
2.914061e+002	2.302246e-001
2.914118e+002	2.315979e-001
2.914175e+002	2.317505e-001
2.914232e+002	2.332764e-001
2.914288e+002	2.349243e-001
2.914345e+002	2.362366e-001
2.914402e+002	2.372742e-001
2.914459e+002	2.388916e-001
2.914516e+002	2.404480e-001
2.914573e+002	2.412720e-001
2.914630e+002	2.431641e-001
2.914687e+002	2.445679e-001
2.914743e+002	2.464600e-001
2.914800e+002	2.473145e-001
2.914857e+002	2.486267e-001
2.914914e+002	2.506714e-001
2.914971e+002	2.521667e-001
2.915028e+002	2.531128e-001
2.915085e+002	2.547913e-001
2.915142e+002	2.571716e-001
2.915199e+002	2.587280e-001
2.915256e+002	2.598877e-001
2.915313e+002	2.617798e-001
2.915369e+002	2.631836e-001
2.915426e+002	2.652588e-001
2.915483e+002	2.666321e-001
2.915540e+002	2.685547e-001
2.915597e+002	2.691040e-001
2.915654e+002	2.703247e-001
2.915711e+002	2.728577e-001
2.915768e+002	2.729797e-001
2.915824e+002	2.755432e-001
2.915881e+002	2.763977e-001
2.915938e+002	2.777100e-001
2.915995e+002	2.799072e-001
2.916052e+002	2.802734e-001
2.916109e+002	2.825623e-001
2.916166e+002	2.828369e-001
2.916223e+002	2.840576e-001
2.916279e+002	2.846375e-001
2.916336e+002	2.857361e-001
2.916393e+002	2.865295e-001
2.916450e+002	2.873840e-001
2.916507e+002	2.877808e-001
2.916564e+002	2.880859e-001
2.916621e+002	2.900696e-001
2.916678e+002	2.897034e-001
2.916734e+002	2.902832e-001
2.916791e+002	2.906189e-001
2.916848e+002	2.914429e-001
2.916905e+002	2.922058e-001
2.916962e+002	2.919617e-001
2.917019e+002	2.918701e-001
2.917076e+002	2.913513e-001
2.917133e+002	2.915344e-001
2.917189e+002	2.915955e-001
2.917246e+002	2.912598e-001
2.917303e+002	2.908936e-001
2.917360e+002	2.904663e-001
2.917417e+002	2.890930e-001
2.917474e+002	2.894287e-001
2.917531e+002	2.884521e-001
2.917588e+002	2.885437e-001
2.917644e+002	2.866211e-001
2.917701e+002	2.858582e-001
2.917758e+002	2.855530e-001
2.917815e+002	2.832336e-001
2.917872e+002	2.821350e-001
2.917929e+002	2.810364e-001
2.917986e+002	2.799988e-001
2.918043e+002	2.787476e-001
2.918100e+002	2.777405e-001
2.918157e+002	2.764893e-001
2.918213e+002	2.737122e-001
2.918270e+002	2.734375e-001
2.918327e+002	2.719421e-001
2.918384e+002	2.695313e-001
2.918441e+002	2.685547e-001
2.918498e+002	2.666016e-001
2.918555e+002	2.652588e-001
2.918612e+002	2.634888e-001
2.918668e+002	2.614441e-001
2.918725e+002	2.595215e-001
2.918782e+002	2.577515e-001
2.918839e+002	2.564392e-001
2.918896e+002	2.549133e-001
2.918953e+002	2.525024e-001
2.919010e+002	2.507629e-001
2.919067e+002	2.482300e-001
2.919123e+002	2.467346e-001
2.919180e+002	2.445679e-001
2.919237e+002	2.431946e-001
2.919294e+002	2.414246e-001
2.919351e+002	2.395020e-001
2.919408e+002	2.377014e-001
2.919465e+002	2.355652e-001
2.919522e+002	2.338562e-001
2.919578e+002	2.316284e-001
2.919635e+002	2.301331e-001
2.919692e+002	2.279968e-001
2.919749e+002	2.256165e-001
2.919806e+002	2.247009e-001
2.919863e+002	2.226563e-001
