    kHz         	 V
3.083372e+002	1.828308e-001
3.083433e+002	1.820374e-001
3.083493e+002	1.809387e-001
3.083553e+002	1.803894e-001
3.083613e+002	1.801147e-001
3.083673e+002	1.788635e-001
3.083734e+002	1.772766e-001
3.083794e+002	1.770020e-001
3.083854e+002	1.759949e-001
3.083914e+002	1.753235e-001
3.083974e+002	1.742249e-001
3.084035e+002	1.741333e-001
3.084095e+002	1.725159e-001
3.084155e+002	1.723022e-001
3.084215e+002	1.706238e-001
3.084275e+002	1.700439e-001
3.084336e+002	1.692810e-001
3.084396e+002	1.687622e-001
3.084456e+002	1.676331e-001
3.084516e+002	1.672363e-001
3.084576e+002	1.658630e-001
3.084636e+002	1.657410e-001
3.084697e+002	1.646423e-001
3.084757e+002	1.641846e-001
3.084817e+002	1.638489e-001
3.084877e+002	1.631775e-001
3.084937e+002	1.616821e-001
3.084998e+002	1.610413e-001
3.085058e+002	1.606750e-001
3.085118e+002	1.601868e-001
3.085178e+002	1.593018e-001
3.085238e+002	1.589966e-001
3.085298e+002	1.578064e-001
3.085358e+002	1.580505e-001
3.085419e+002	1.570740e-001
3.085479e+002	1.568298e-001
3.085539e+002	1.563721e-001
3.085599e+002	1.559448e-001
3.085659e+002	1.560669e-001
3.085720e+002	1.556091e-001
3.085780e+002	1.547546e-001
3.085840e+002	1.549377e-001
3.085900e+002	1.545410e-001
3.085960e+002	1.544495e-001
3.086021e+002	1.540527e-001
3.086081e+002	1.539612e-001
3.086141e+002	1.536560e-001
3.086201e+002	1.539917e-001
3.086261e+002	1.535034e-001
3.086322e+002	1.533813e-001
3.086382e+002	1.532898e-001
3.086442e+002	1.533508e-001
3.086502e+002	1.532288e-001
3.086562e+002	1.533203e-001
3.086622e+002	1.531677e-001
3.086683e+002	1.543884e-001
3.086743e+002	1.523743e-001
3.086803e+002	1.529846e-001
3.086863e+002	1.535645e-001
3.086923e+002	1.540222e-001
3.086983e+002	1.534729e-001
3.087043e+002	1.543274e-001
