    kHz         	 V
3.001807e+002	7.546997e-002
3.001866e+002	7.519531e-002
3.001924e+002	7.516479e-002
3.001983e+002	7.482910e-002
3.002042e+002	7.464600e-002
3.002100e+002	7.431030e-002
3.002158e+002	7.412720e-002
3.002217e+002	7.421875e-002
3.002276e+002	7.391357e-002
3.002334e+002	7.333374e-002
3.002393e+002	7.388306e-002
3.002451e+002	7.336426e-002
3.002510e+002	7.302856e-002
3.002568e+002	7.272339e-002
3.002627e+002	7.232666e-002
3.002685e+002	7.229614e-002
3.002743e+002	7.192993e-002
3.002802e+002	7.138062e-002
3.002861e+002	7.177734e-002
3.002919e+002	7.119751e-002
3.002978e+002	7.144165e-002
3.003036e+002	7.138062e-002
3.003095e+002	7.153320e-002
3.003153e+002	7.104492e-002
3.003212e+002	7.110596e-002
3.003270e+002	7.015991e-002
3.003329e+002	7.150269e-002
3.003387e+002	7.046509e-002
3.003446e+002	7.083130e-002
3.003504e+002	6.982422e-002
3.003562e+002	7.052612e-002
