    kHz         	 V
2.952598e+002	3.282166e-001
2.952656e+002	3.244019e-001
2.952713e+002	3.215637e-001
2.952771e+002	3.166504e-001
2.952829e+002	3.135376e-001
2.952887e+002	3.094177e-001
2.952944e+002	3.066406e-001
2.953002e+002	3.034058e-001
2.953060e+002	2.996216e-001
2.953118e+002	2.969666e-001
2.953175e+002	2.932129e-001
2.953233e+002	2.905884e-001
2.953291e+002	2.885132e-001
2.953348e+002	2.834778e-001
2.953406e+002	2.805481e-001
2.953463e+002	2.770996e-001
2.953521e+002	2.731323e-001
2.953579e+002	2.718811e-001
2.953637e+002	2.690430e-001
2.953694e+002	2.653809e-001
2.953752e+002	2.629395e-001
2.953810e+002	2.600403e-001
2.953868e+002	2.574463e-001
2.953925e+002	2.537231e-001
2.953983e+002	2.517090e-001
2.954041e+002	2.491455e-001
2.954098e+002	2.470093e-001
2.954156e+002	2.438049e-001
2.954214e+002	2.424316e-001
2.954271e+002	2.399902e-001
2.954329e+002	2.373657e-001
2.954387e+002	2.349548e-001
2.954444e+002	2.333984e-001
2.954502e+002	2.301941e-001
2.954560e+002	2.297668e-001
2.954617e+002	2.264709e-001
2.954675e+002	2.254639e-001
2.954733e+002	2.233276e-001
2.954791e+002	2.212830e-001
2.954848e+002	2.199097e-001
2.954906e+002	2.179565e-001
2.954964e+002	2.172546e-001
2.955021e+002	2.139587e-001
2.955079e+002	2.134705e-001
2.955137e+002	2.114258e-001
2.955194e+002	2.092285e-001
2.955252e+002	2.081299e-001
2.955310e+002	2.072144e-001
2.955367e+002	2.052307e-001
2.955425e+002	2.033691e-001
2.955483e+002	2.025757e-001
2.955541e+002	2.012329e-001
2.955598e+002	2.004089e-001
2.955656e+002	1.986084e-001
2.955714e+002	1.979370e-001
2.955771e+002	1.962891e-001
2.955829e+002	1.950684e-001
2.955887e+002	1.936951e-001
2.955944e+002	1.928101e-001
2.956002e+002	1.913452e-001
2.956060e+002	1.910095e-001
2.956118e+002	1.898804e-001
2.956175e+002	1.893616e-001
2.956233e+002	1.875000e-001
2.956291e+002	1.867676e-001
2.956348e+002	1.865845e-001
2.956406e+002	1.850586e-001
2.956464e+002	1.837463e-001
2.956521e+002	1.839294e-001
2.956579e+002	1.832581e-001
2.956637e+002	1.816101e-001
2.956694e+002	1.815796e-001
2.956752e+002	1.804199e-001
2.956810e+002	1.798401e-001
2.956868e+002	1.784058e-001
2.956925e+002	1.772461e-001
2.956983e+002	1.772156e-001
2.957041e+002	1.776428e-001
2.957098e+002	1.756592e-001
2.957156e+002	1.756592e-001
2.957214e+002	1.753540e-001
2.957271e+002	1.739502e-001
2.957329e+002	1.725769e-001
2.957387e+002	1.728821e-001
2.957444e+002	1.729431e-001
2.957502e+002	1.715393e-001
2.957560e+002	1.716003e-001
2.957618e+002	1.707458e-001
2.957675e+002	1.708679e-001
2.957733e+002	1.699219e-001
2.957791e+002	1.693115e-001
2.957848e+002	1.681824e-001
2.957906e+002	1.687622e-001
2.957964e+002	1.678162e-001
2.958021e+002	1.680298e-001
2.958079e+002	1.673279e-001
2.958137e+002	1.672668e-001
2.958194e+002	1.669617e-001
2.958252e+002	1.658936e-001
2.958310e+002	1.659241e-001
2.958367e+002	1.649780e-001
2.958425e+002	1.648560e-001
2.958483e+002	1.645508e-001
2.958541e+002	1.643372e-001
2.958598e+002	1.632996e-001
2.958656e+002	1.629333e-001
2.958714e+002	1.630249e-001
2.958771e+002	1.623535e-001
2.958829e+002	1.623230e-001
2.958887e+002	1.615906e-001
2.958944e+002	1.615601e-001
2.959002e+002	1.608887e-001
2.959060e+002	1.603394e-001
2.959117e+002	1.604919e-001
2.959175e+002	1.605530e-001
2.959233e+002	1.599731e-001
2.959291e+002	1.603394e-001
2.959348e+002	1.600037e-001
2.959406e+002	1.587524e-001
2.959464e+002	1.596069e-001
2.959521e+002	1.584167e-001
2.959579e+002	1.587524e-001
2.959637e+002	1.584778e-001
2.959694e+002	1.574402e-001
2.959752e+002	1.573486e-001
2.959810e+002	1.564941e-001
2.959868e+002	1.573181e-001
2.959925e+002	1.568909e-001
2.959983e+002	1.562195e-001
2.960041e+002	1.559143e-001
2.960098e+002	1.563110e-001
2.960156e+002	1.545715e-001
2.960214e+002	1.557007e-001
2.960271e+002	1.556396e-001
2.960329e+002	1.542969e-001
2.960387e+002	1.550598e-001
2.960444e+002	1.540222e-001
2.960502e+002	1.540833e-001
2.960560e+002	1.547241e-001
2.960618e+002	1.543579e-001
2.960675e+002	1.532288e-001
2.960733e+002	1.536255e-001
2.960791e+002	1.529846e-001
2.960848e+002	1.536255e-001
2.960906e+002	1.529541e-001
2.960964e+002	1.518250e-001
2.961021e+002	1.520691e-001
2.961079e+002	1.520691e-001
2.961137e+002	1.522217e-001
2.961194e+002	1.522827e-001
2.961252e+002	1.519775e-001
2.961310e+002	1.513062e-001
2.961368e+002	1.512756e-001
2.961425e+002	1.507568e-001
2.961483e+002	1.503601e-001
2.961541e+002	1.503601e-001
2.961598e+002	1.500549e-001
