    kHz         	 V
2.956213e+002	3.914185e-001
2.956270e+002	3.884583e-001
2.956328e+002	3.861084e-001
2.956386e+002	3.835449e-001
2.956443e+002	3.809204e-001
2.956501e+002	3.790283e-001
2.956559e+002	3.772888e-001
2.956617e+002	3.742065e-001
2.956675e+002	3.732605e-001
2.956733e+002	3.704834e-001
2.956790e+002	3.689270e-001
2.956848e+002	3.645630e-001
2.956906e+002	3.630981e-001
2.956963e+002	3.602600e-001
2.957021e+002	3.579712e-001
2.957079e+002	3.561401e-001
2.957137e+002	3.536987e-001
2.957195e+002	3.516235e-001
2.957253e+002	3.496704e-001
2.957310e+002	3.468323e-001
2.957368e+002	3.446960e-001
2.957426e+002	3.415833e-001
2.957483e+002	3.401794e-001
2.957541e+002	3.375244e-001
2.957599e+002	3.351440e-001
2.957657e+002	3.323364e-001
2.957715e+002	3.316956e-001
2.957772e+002	3.288574e-001
2.957830e+002	3.262939e-001
2.957888e+002	3.231201e-001
2.957946e+002	3.211670e-001
2.958004e+002	3.192139e-001
2.958061e+002	3.168945e-001
2.958119e+002	3.146362e-001
2.958177e+002	3.123169e-001
2.958235e+002	3.105774e-001
2.958293e+002	3.068542e-001
2.958350e+002	3.047791e-001
2.958408e+002	3.028259e-001
2.958466e+002	3.009949e-001
2.958524e+002	2.979431e-001
2.958582e+002	2.964478e-001
2.958639e+002	2.944336e-001
2.958697e+002	2.904358e-001
2.958755e+002	2.888794e-001
2.958813e+002	2.872925e-001
2.958870e+002	2.849731e-001
2.958928e+002	2.823181e-001
2.958986e+002	2.806091e-001
2.959044e+002	2.781067e-001
2.959102e+002	2.763367e-001
2.959159e+002	2.736206e-001
2.959217e+002	2.722778e-001
2.959275e+002	2.692566e-001
2.959332e+002	2.662048e-001
2.959390e+002	2.645264e-001
2.959448e+002	2.630310e-001
2.959506e+002	2.604370e-001
2.959564e+002	2.575684e-001
2.959622e+002	2.558289e-001
2.959679e+002	2.539673e-001
2.959737e+002	2.522583e-001
2.959795e+002	2.501526e-001
2.959853e+002	2.481079e-001
2.959910e+002	2.449646e-001
2.959968e+002	2.433167e-001
2.960026e+002	2.404480e-001
2.960084e+002	2.388000e-001
2.960142e+002	2.378540e-001
2.960199e+002	2.350464e-001
2.960257e+002	2.338257e-001
2.960315e+002	2.313232e-001
2.960373e+002	2.290344e-001
2.960430e+002	2.270203e-001
2.960488e+002	2.255249e-001
2.960546e+002	2.232971e-001
2.960604e+002	2.212219e-001
2.960662e+002	2.194519e-001
2.960719e+002	2.178040e-001
2.960777e+002	2.151489e-001
2.960835e+002	2.125854e-001
2.960893e+002	2.113037e-001
2.960950e+002	2.095337e-001
2.961008e+002	2.072449e-001
2.961066e+002	2.060242e-001
2.961124e+002	2.040710e-001
2.961182e+002	2.018433e-001
2.961239e+002	2.002258e-001
2.961297e+002	1.990662e-001
2.961355e+002	1.962280e-001
2.961413e+002	1.948853e-001
2.961471e+002	1.923523e-001
2.961528e+002	1.911011e-001
