    kHz         	 V
2.893200e+002	4.866028e-001
2.893256e+002	4.831848e-001
2.893313e+002	4.809570e-001
2.893369e+002	4.770203e-001
2.893426e+002	4.746399e-001
2.893483e+002	4.716187e-001
2.893539e+002	4.682007e-001
2.893596e+002	4.649353e-001
2.893652e+002	4.632568e-001
2.893709e+002	4.588928e-001
2.893765e+002	4.557800e-001
2.893822e+002	4.537659e-001
2.893879e+002	4.505920e-001
2.893935e+002	4.476624e-001
2.893992e+002	4.439392e-001
2.894048e+002	4.411926e-001
2.894105e+002	4.385681e-001
2.894162e+002	4.349060e-001
2.894218e+002	4.314575e-001
2.894275e+002	4.286804e-001
2.894331e+002	4.258423e-001
2.894388e+002	4.223328e-001
2.894444e+002	4.201965e-001
2.894501e+002	4.165039e-001
2.894558e+002	4.151611e-001
2.894614e+002	4.107361e-001
2.894671e+002	4.070129e-001
2.894728e+002	4.052124e-001
2.894784e+002	4.025879e-001
2.894841e+002	3.997192e-001
2.894897e+002	3.957825e-001
2.894954e+002	3.946228e-001
2.895010e+002	3.905334e-001
2.895067e+002	3.874512e-001
2.895123e+002	3.854675e-001
2.895180e+002	3.832092e-001
2.895237e+002	3.804016e-001
2.895293e+002	3.780518e-001
2.895350e+002	3.744202e-001
2.895407e+002	3.726807e-001
2.895463e+002	3.704529e-001
2.895520e+002	3.678589e-001
2.895576e+002	3.657532e-001
2.895633e+002	3.630066e-001
2.895689e+002	3.608398e-001
2.895746e+002	3.586121e-001
2.895802e+002	3.563232e-001
2.895859e+002	3.535156e-001
2.895916e+002	3.521729e-001
2.895973e+002	3.486633e-001
2.896029e+002	3.470459e-001
2.896086e+002	3.449707e-001
2.896142e+002	3.419800e-001
2.896199e+002	3.409424e-001
2.896255e+002	3.388977e-001
2.896312e+002	3.369751e-001
2.896368e+002	3.348083e-001
2.896425e+002	3.327026e-001
2.896482e+002	3.320007e-001
2.896538e+002	3.298950e-001
2.896595e+002	3.268127e-001
2.896652e+002	3.248596e-001
2.896708e+002	3.242798e-001
2.896765e+002	3.221436e-001
2.896821e+002	3.211670e-001
2.896878e+002	3.190918e-001
2.896934e+002	3.186340e-001
2.896991e+002	3.165283e-001
2.897047e+002	3.153687e-001
2.897104e+002	3.131409e-001
2.897161e+002	3.128052e-001
2.897217e+002	3.104248e-001
2.897274e+002	3.086548e-001
2.897331e+002	3.080750e-001
2.897387e+002	3.059387e-001
2.897444e+002	3.064270e-001
2.897500e+002	3.035278e-001
2.897557e+002	3.034668e-001
2.897613e+002	3.023682e-001
2.897670e+002	3.010559e-001
2.897727e+002	2.995911e-001
2.897783e+002	2.985229e-001
2.897840e+002	2.975464e-001
2.897897e+002	2.960815e-001
2.897953e+002	2.948914e-001
2.898010e+002	2.944946e-001
2.898066e+002	2.936096e-001
2.898123e+002	2.920227e-001
2.898179e+002	2.910767e-001
2.898236e+002	2.906799e-001
2.898293e+002	2.899475e-001
2.898349e+002	2.888489e-001
2.898406e+002	2.879944e-001
2.898463e+002	2.870483e-001
2.898519e+002	2.861023e-001
2.898576e+002	2.859802e-001
2.898632e+002	2.844849e-001
2.898689e+002	2.845764e-001
2.898745e+002	2.835999e-001
2.898802e+002	2.827454e-001
2.898858e+002	2.824402e-001
2.898915e+002	2.813416e-001
2.898972e+002	2.813721e-001
2.899028e+002	2.803345e-001
2.899085e+002	2.799377e-001
2.899142e+002	2.795410e-001
2.899198e+002	2.781982e-001
2.899255e+002	2.781372e-001
2.899311e+002	2.771301e-001
2.899368e+002	2.770081e-001
2.899424e+002	2.763062e-001
2.899481e+002	2.755127e-001
2.899538e+002	2.752075e-001
2.899594e+002	2.746277e-001
2.899651e+002	2.752075e-001
2.899707e+002	2.737122e-001
2.899764e+002	2.738037e-001
2.899821e+002	2.731934e-001
2.899877e+002	2.732544e-001
2.899934e+002	2.720642e-001
2.899990e+002	2.719727e-001
2.900047e+002	2.723389e-001
2.900103e+002	2.719727e-001
2.900160e+002	2.712097e-001
2.900217e+002	2.712402e-001
2.900273e+002	2.702942e-001
2.900330e+002	2.699890e-001
2.900386e+002	2.694092e-001
2.900443e+002	2.691956e-001
2.900500e+002	2.685852e-001
2.900556e+002	2.687988e-001
2.900613e+002	2.688293e-001
2.900669e+002	2.682800e-001
2.900726e+002	2.679138e-001
2.900783e+002	2.680359e-001
2.900839e+002	2.678528e-001
2.900896e+002	2.673340e-001
2.900952e+002	2.668457e-001
