    kHz         	 V
2.900244e+002	2.675476e-001
2.900301e+002	2.669678e-001
2.900358e+002	2.662964e-001
2.900414e+002	2.654419e-001
2.900471e+002	2.650757e-001
2.900528e+002	2.643738e-001
2.900584e+002	2.631531e-001
2.900641e+002	2.631226e-001
2.900697e+002	2.624207e-001
2.900754e+002	2.611389e-001
2.900810e+002	2.605591e-001
2.900867e+002	2.602234e-001
2.900923e+002	2.597351e-001
2.900980e+002	2.591553e-001
2.901037e+002	2.586975e-001
2.901093e+002	2.578735e-001
2.901150e+002	2.570801e-001
2.901207e+002	2.565918e-001
2.901263e+002	2.553101e-001
2.901320e+002	2.554932e-001
2.901376e+002	2.546387e-001
2.901433e+002	2.534485e-001
2.901489e+002	2.535706e-001
2.901546e+002	2.526550e-001
2.901603e+002	2.515869e-001
2.901659e+002	2.511292e-001
2.901716e+002	2.510986e-001
2.901772e+002	2.493286e-001
2.901829e+002	2.506409e-001
2.901886e+002	2.489014e-001
2.901942e+002	2.473755e-001
2.901999e+002	2.472839e-001
2.902055e+002	2.474670e-001
2.902112e+002	2.461548e-001
2.902168e+002	2.454834e-001
2.902225e+002	2.451172e-001
2.902282e+002	2.447510e-001
2.902338e+002	2.436218e-001
2.902395e+002	2.423096e-001
2.902451e+002	2.418823e-001
2.902508e+002	2.412415e-001
2.902565e+002	2.408752e-001
2.902621e+002	2.402954e-001
2.902678e+002	2.390137e-001
2.902734e+002	2.390442e-001
2.902791e+002	2.383423e-001
2.902848e+002	2.371826e-001
2.902904e+002	2.378845e-001
2.902961e+002	2.368774e-001
2.903017e+002	2.351074e-001
2.903074e+002	2.347412e-001
2.903130e+002	2.342834e-001
2.903187e+002	2.326050e-001
2.903244e+002	2.317810e-001
2.903300e+002	2.317200e-001
2.903357e+002	2.308655e-001
2.903413e+002	2.301941e-001
2.903470e+002	2.291870e-001
2.903527e+002	2.292175e-001
2.903583e+002	2.273254e-001
2.903640e+002	2.266235e-001
2.903696e+002	2.261658e-001
2.903753e+002	2.257080e-001
2.903809e+002	2.250671e-001
2.903866e+002	2.246704e-001
2.903922e+002	2.234192e-001
2.903979e+002	2.223206e-001
2.904036e+002	2.216492e-001
2.904092e+002	2.210083e-001
2.904149e+002	2.194214e-001
2.904206e+002	2.190857e-001
2.904262e+002	2.183228e-001
2.904319e+002	2.179260e-001
2.904375e+002	2.165833e-001
2.904432e+002	2.161865e-001
2.904488e+002	2.152100e-001
2.904545e+002	2.143250e-001
2.904602e+002	2.135315e-001
2.904658e+002	2.129211e-001
2.904715e+002	2.115479e-001
2.904772e+002	2.113037e-001
2.904828e+002	2.095947e-001
2.904885e+002	2.095032e-001
2.904941e+002	2.093506e-001
2.904998e+002	2.082520e-001
2.905054e+002	2.068481e-001
2.905111e+002	2.066040e-001
2.905168e+002	2.055969e-001
2.905224e+002	2.047119e-001
