    µm         	nm
0.000000e+000	5.268880e+001
1.956947e-002	5.311760e+001
3.913894e-002	5.263520e+001
5.870842e-002	5.102720e+001
7.827789e-002	4.931200e+001
9.784736e-002	4.765040e+001
1.174168e-001	4.470240e+001
1.369863e-001	4.336240e+001
1.565558e-001	4.652480e+001
1.761252e-001	5.038400e+001
1.956947e-001	5.092000e+001
2.152642e-001	5.167040e+001
2.348337e-001	5.483280e+001
2.544031e-001	5.810240e+001
2.739726e-001	5.928160e+001
2.935421e-001	6.062159e+001
3.131115e-001	6.265839e+001
3.326810e-001	6.271200e+001
3.522505e-001	6.308720e+001
3.718200e-001	6.330160e+001
3.913894e-001	6.314080e+001
4.109589e-001	6.287280e+001
4.305284e-001	6.260480e+001
4.500978e-001	6.314080e+001
4.696673e-001	6.265839e+001
4.892368e-001	5.869200e+001
5.088062e-001	5.547600e+001
5.283757e-001	5.386800e+001
5.479452e-001	5.204560e+001
5.675147e-001	5.038400e+001
5.870841e-001	4.775760e+001
6.066536e-001	4.577440e+001
6.262231e-001	4.314800e+001
6.457926e-001	3.805600e+001
6.653621e-001	3.414320e+001
6.849315e-001	2.985520e+001
7.045010e-001	2.256560e+001
7.240704e-001	1.447200e+001
7.436399e-001	6.324800e+000
7.632094e-001	-1.715200e+000
7.827788e-001	-9.701600e+000
8.023483e-001	-1.763440e+001
8.219178e-001	-2.546000e+001
8.414873e-001	-3.312480e+001
8.610567e-001	-4.078960e+001
8.806262e-001	-4.834720e+001
9.001957e-001	-5.552960e+001
9.197652e-001	-6.206880e+001
9.393347e-001	-6.389120e+001
9.589041e-001	-6.335519e+001
9.784736e-001	-6.260480e+001
9.980430e-001	-6.083599e+001
1.017612e+000	-5.740560e+001
1.037182e+000	-5.670880e+001
1.056751e+000	-5.692320e+001
1.076321e+000	-5.644080e+001
1.095890e+000	-5.628000e+001
1.115460e+000	-5.595840e+001
1.135029e+000	-5.590480e+001
1.154599e+000	-5.579760e+001
1.174168e+000	-5.515440e+001
1.193738e+000	-5.692320e+001
1.213307e+000	-6.008560e+001
1.232877e+000	-5.976400e+001
1.252446e+000	-5.949600e+001
1.272016e+000	-5.906720e+001
1.291585e+000	-5.767360e+001
1.311155e+000	-5.343920e+001
1.330724e+000	-4.968720e+001
1.350293e+000	-4.770400e+001
1.369863e+000	-4.668560e+001
1.389432e+000	-4.454160e+001
1.409002e+000	-4.357680e+001
1.428571e+000	-4.277280e+001
1.448141e+000	-4.202240e+001
1.467710e+000	-4.170080e+001
1.487280e+000	-4.154000e+001
1.506849e+000	-4.148640e+001
1.526419e+000	-4.132560e+001
1.545988e+000	-4.202240e+001
1.565558e+000	-4.432720e+001
1.585127e+000	-4.786480e+001
1.604697e+000	-5.290320e+001
1.624266e+000	-5.912080e+001
1.643836e+000	-6.217600e+001
1.663405e+000	-5.617280e+001
1.682975e+000	-4.304080e+001
1.702544e+000	-2.948000e+001
1.722113e+000	-1.650880e+001
1.741683e+000	-5.735200e+000
1.761252e+000	2.787200e+000
1.780822e+000	1.061280e+001
1.800391e+000	1.565120e+001
1.819961e+000	1.940320e+001
1.839530e+000	2.272640e+001
1.859100e+000	2.406640e+001
1.878669e+000	2.438800e+001
1.898239e+000	2.637120e+001
1.917808e+000	2.808640e+001
1.937378e+000	2.819360e+001
1.956947e+000	2.717520e+001
1.976517e+000	2.969440e+001
1.996086e+000	3.307120e+001
2.015656e+000	3.553680e+001
2.035225e+000	3.703760e+001
2.054795e+000	3.993200e+001
2.074364e+000	4.389840e+001
2.093934e+000	4.716800e+001
2.113503e+000	4.963360e+001
2.133072e+000	5.102720e+001
2.152642e+000	5.172400e+001
2.172211e+000	5.177760e+001
2.191781e+000	5.161680e+001
2.211350e+000	5.097360e+001
2.230920e+000	5.027680e+001
2.250489e+000	4.920480e+001
2.270059e+000	4.759680e+001
2.289628e+000	4.679280e+001
2.309198e+000	4.738240e+001
2.328767e+000	4.738240e+001
2.348336e+000	4.598880e+001
2.367906e+000	4.341600e+001
2.387475e+000	4.170080e+001
2.407045e+000	3.971760e+001
2.426614e+000	3.966400e+001
2.446184e+000	3.934240e+001
2.465753e+000	3.784160e+001
2.485323e+000	3.869920e+001
2.504892e+000	3.827040e+001
2.524462e+000	3.816320e+001
2.544031e+000	3.923520e+001
2.563601e+000	3.977120e+001
2.583170e+000	4.009280e+001
2.602740e+000	4.009280e+001
2.622309e+000	4.036080e+001
2.641879e+000	3.971760e+001
2.661448e+000	3.837760e+001
2.681018e+000	4.025360e+001
2.700587e+000	4.416640e+001
2.720157e+000	4.727520e+001
2.739726e+000	4.931200e+001
2.759296e+000	5.065200e+001
2.778865e+000	5.161680e+001
2.798434e+000	5.177760e+001
2.818004e+000	5.145600e+001
2.837573e+000	5.043760e+001
2.857143e+000	4.802560e+001
2.876712e+000	4.588160e+001
2.896282e+000	3.982480e+001
2.915851e+000	3.821680e+001
2.935421e+000	3.666240e+001
2.954990e+000	3.575120e+001
2.974560e+000	3.559040e+001
2.994129e+000	3.591200e+001
3.013699e+000	3.612640e+001
3.033268e+000	3.623360e+001
3.052837e+000	3.655520e+001
3.072407e+000	3.537600e+001
3.091976e+000	3.505440e+001
3.111546e+000	3.505440e+001
3.131115e+000	3.478640e+001
3.150685e+000	3.516160e+001
3.170254e+000	3.446480e+001
3.189824e+000	3.494720e+001
3.209393e+000	3.805600e+001
3.228963e+000	3.977120e+001
3.248532e+000	3.993200e+001
3.268102e+000	3.944960e+001
3.287671e+000	3.827040e+001
3.307241e+000	3.752000e+001
3.326810e+000	3.596560e+001
3.346380e+000	3.516160e+001
3.365949e+000	3.521520e+001
3.385519e+000	3.601920e+001
3.405088e+000	3.671600e+001
3.424658e+000	3.768080e+001
3.444227e+000	3.816320e+001
3.463796e+000	3.832400e+001
3.483366e+000	3.746640e+001
3.502935e+000	3.532240e+001
3.522505e+000	3.419680e+001
3.542074e+000	3.489360e+001
3.561644e+000	3.301760e+001
3.581213e+000	2.856880e+001
3.600783e+000	2.690720e+001
3.620352e+000	2.503120e+001
3.639922e+000	2.036800e+001
3.659491e+000	1.286400e+001
3.679061e+000	4.824000e+000
3.698630e+000	-3.108800e+000
3.718200e+000	-1.109520e+001
3.737769e+000	-1.908160e+001
3.757339e+000	-2.712160e+001
3.776908e+000	-3.500080e+001
3.796477e+000	-4.288000e+001
3.816047e+000	-5.049120e+001
3.835617e+000	-5.794160e+001
3.855186e+000	-6.496320e+001
3.874755e+000	-6.683920e+001
3.894325e+000	-6.206880e+001
3.913894e+000	-5.788800e+001
3.933464e+000	-5.510080e+001
3.953033e+000	-5.365360e+001
3.972603e+000	-5.263520e+001
3.992172e+000	-5.236720e+001
4.011742e+000	-5.231360e+001
4.031311e+000	-5.242080e+001
4.050881e+000	-5.301040e+001
4.070450e+000	-5.381440e+001
4.090020e+000	-5.708400e+001
4.109589e+000	-5.826320e+001
4.129158e+000	-5.949600e+001
4.148728e+000	-6.239040e+001
4.168297e+000	-6.619599e+001
4.187867e+000	-6.758960e+001
4.207436e+000	-6.662480e+001
4.227006e+000	-6.587440e+001
4.246575e+000	-6.539199e+001
4.266145e+000	-6.517759e+001
4.285714e+000	-6.566000e+001
4.305284e+000	-6.566000e+001
4.324853e+000	-6.635680e+001
4.344422e+000	-6.758960e+001
4.363992e+000	-6.855440e+001
4.383562e+000	-6.989440e+001
4.403131e+000	-7.016240e+001
4.422700e+000	-6.984079e+001
4.442270e+000	-6.984079e+001
4.461840e+000	-6.968000e+001
