Amplitude Error Setpoint: 0.25(V)
Drive Frequency(kHz), Amplitude Error(V), Phase(º)
304.49 -0.18518 -122.3
304.5 -0.18698 -122.24
304.5 -0.18759 -123.66
304.51 -0.18808 -122.78
304.51 -0.19022 -121.59
304.52 -0.18948 -122.92
304.52 -0.18951 -122.41
304.53 -0.19101 -122.67
304.54 -0.19135 -123.79
304.54 -0.19385 -123.52
304.55 -0.19269 -123.23
304.55 -0.1947 -124.12
304.56 -0.19373 -124.49
304.57 -0.19589 -124.01
304.57 -0.19647 -125.19
304.58 -0.19608 -124.39
304.58 -0.19785 -124.65
304.59 -0.19693 -124.82
304.6 -0.19986 -126.3
304.6 -0.19965 -125.65
304.61 -0.19955 -125.62
304.61 -0.2005 -126.67
304.62 -0.20166 -126.72
304.63 -0.20227 -126.73
304.63 -0.20071 -126.05
304.64 -0.2019 -126.17
304.64 -0.20316 -125.97
304.65 -0.2041 -125.51
304.66 -0.20514 -127.68
304.66 -0.20508 -126.41
304.67 -0.20505 -126.17
304.67 -0.20532 -126.75
304.68 -0.20682 -127.24
304.68 -0.20654 -126.68
304.69 -0.20859 -127.08
304.7 -0.20718 -128.45
304.7 -0.20789 -127.1
304.71 -0.20963 -127.44
304.71 -0.20917 -128.11
304.72 -0.20978 -126.79
304.73 -0.20895 -126.35
304.73 -0.21011 -126.79
304.74 -0.21082 -128.29
304.74 -0.21176 -128.91
304.75 -0.21146 -129.16
304.76 -0.21228 -126.51
304.76 -0.2131 -128.65
304.77 -0.21222 -128.73
304.77 -0.21362 -127.96
304.78 -0.21326 -128.9
304.79 -0.21375 -127.61
304.79 -0.21378 -127.06
304.8 -0.21371 -129.53
304.8 -0.21494 -129.18
304.81 -0.21622 -128.05
304.82 -0.21649 -127.14
304.82 -0.21619 -130.35
304.83 -0.21689 -128.52
304.83 -0.2168 -128.78
304.84 -0.21689 -129.14
304.84 -0.21854 -131.21
304.85 -0.21805 -129.08
304.86 -0.2178 -128.71
304.86 -0.21896 -129.96
304.87 -0.21887 -129.47
304.87 -0.21921 -131.71
304.88 -0.21985 -129.13
304.89 -0.22141 -131.73
304.89 -0.21994 -126.73
304.9 -0.22128 -127.53
304.9 -0.22119 -130.29
